排    行    榜 -- 最近期,,,,,,,,,,
,,,,,,,,,,
,市場別,證期會,TEJ 產業別,交易所,會計,統一編號,國際證券,集團名,公司中文簡稱,公司英文簡稱
,,代碼,,產業別,月份,,編號,,,
,,,,,,,,,,
1510       台安,UNPUB,,15,5,12,ID 11819226,TW0001510006,1504  東元電機集團,台安,Taian Electric
1512       瑞利,TSE,,15,5,12,ID 85330636,TW0001512002,1512  瑞利企業,瑞利,Jui Li
1513       中興電,TSE,,15,5,12,ID 33029464,TW0001513000,1513  中興電工集團,中興電,Chung-Hsin Electric
1514       亞力,TSE,,15,5,12,ID 03213392,TW0001514008,1514  亞力,亞力,Allis Electric
1515       力山,TSE,,15,5,12,ID 55759180,TW0001515005,1515  力山企業集團,力山,Rexon
1516       川飛,TSE,,99,20,12,ID 22071751,TW0001516003,1516A 庭陽投資,川飛,Falcon Power
1517       利奇,TSE,,15,5,12,ID 59008318,TW0001517001,1517  利奇,利奇,Lee Chi
1519       華城,TSE,,15,5,12,ID 33284077,TW0001519007,1519  華城,華城,Fortune Electric
1520       Ｄ復盛,UNPUB,,99,20,12,ID 11701107,TW0001520005,M1259 橡樹工業,Ｄ復盛,Fu Sheng
1521       大億,TSE,,15,5,12,ID 69408876,TW0001521003,1521  大億企業集團,大億,Daioku
1522       堤維西,TSE,,15,5,12,ID 22269487,TW0001522001,1521  大億企業集團,堤維西,TYC Brother
1523       開億,UNPUB,,15,5,12,ID 69300220,TW0001523009,1319  東陽事業集團,開億,Taiwan Kai Yih Ind.
1524       耿鼎,TSE,,15,5,12,ID 22081250,TW0001524007,1524  耿鼎,耿鼎,Gordon Auto
1525       江申,TSE,,15,5,12,ID 35129100,TW0001525004,2201  裕隆集團,江申,Kian Shen
1526       日馳,TSE,,15,5,12,ID 11099726,TW0001526002,1526  日馳,日馳,Sunrace
1527       鑽全,TSE,,15,5,12,ID 20982120,TW0001527000,1527  鑽全,鑽全,Basso
1528       恩德,TSE,,15,5,12,ID 11551634,TW0001528008,1528  恩德集團,恩德,Anderson
1529       樂士,TSE,,15,5,12,ID 34211074,TW0001529006,1529A 樺福集團,樂士,Klingon Aero
1530       亞崴,TSE,,15,5,12,ID 22224692,TW0001530004,1530  亞崴集團,亞崴,Awea Mechantronic
1531       高林股,TSE,,15,5,12,ID 29538509,TW0001531002,1531  高林,高林股,Kaulin Mfg.
1532       勤美,TSE,,20,10,12,ID 03474311,TW0001532000,1532  勤美集團,勤美,China metal Products
1533       車王電,TSE,,15,5,12,ID 04827138,TW0001533008,1533  車王電,車王電,Mobiletron
1534       新企,UNPUB,,15,5,12,ID 84903349,TW0001534006,2411  飛瑞集團,新企,Tecnew
1535       中宇,TSE,,15,5,12,ID 84252401,TW0001535003,2002  中鋼集團,中宇,China Ecotek
1536       和大,TSE,,15,5,12,ID 52264848,TW0001536001,1536  和大集團,和大,Hota Industrial
1537       廣隆,TSE,,15,5,12,ID 23556563,TW0001537009,1537  廣隆,廣隆,Kung Long Batteries
1538       正峰新,TSE,,15,5,12,ID 44947686,TW0001538007,1538  正峰工集團,正峰新,JF
1539       巨庭,TSE,,15,5,12,ID 52646207,TW0001539005,1539  巨庭,巨庭,Chiu Ting Machinery
1540       喬福,TSE,,15,5,12,ID 52903090,TW0001540003,1540  喬福集團,喬福,Roundtop Machinery
1541       錩泰,TSE,,15,5,12,ID 23248433,TW0001541001,1541  錩泰,錩泰,Chang Type
1547       台灣麗偉,PUB,,15,5,12,ID 97513218,TW0001547008,15996 友嘉實業集團,台灣麗偉,Leadwell CNC Machine
1548       信昌機械,PUB,,15,5,12,ID 35282407,TW0001548006,1548  信昌機械集團,信昌機械,Hsin Chong Machinery
1550       台全電機,PUB,,15,5,12,ID 11824327,TW0001550002,1550  台全電機集團,台全電機,T.E.M.
1553       九德松,UNPUB,,15,5,12,ID 12200469,TW0001553006,1553  九德松,九德松,Cutes
1555       維輪實業,PUB,,15,5,12,ID 30886596,TW0001555001,1555  維輪實業,維輪實業,Auto Parts Ind.
1556       漢鐘精機,UNPUB,,15,5,12,ID 84776955,TW0001556009,1556  漢鐘精機,漢鐘精機,Hanbell
1557       金豐,PUB,,15,5,12,ID 58303609,TW0001557007,1557A 穎杰鑄造,金豐,CFT
1558       伸興,TSE,,15,5,12,ID 55754185,TW0001558005,1558  伸興,伸興,Zeng Hsing
1560       中砂,TSE,,15,5,12,ID 03089008,TW0001560001,1560  中砂集團,中砂,Kinik
1563       巧新,ROTC,,15,5,12,ID 84980915,TW0001563005,1563A 永銘投資,巧新,S.A.I.
1565       精華,OTC,,17,22,12,ID 22195654,TW0001565000,1565  精華,精華,St. Shine
1566       捷邦,OTC,,15,5,12,ID 49733115,TW0001566008,2374  能率集團,捷邦,JaBon
1568       倉佑,TSE,,15,5,12,ID 66654986,TW0001568004,1568  倉佑,倉佑,Tsang Yow
1569       濱川,OTC,,23,25,12,ID 76404919,TW0001569002,1569  濱川,濱川,Bin Chuan
1570       力肯,OTC,,15,5,12,ID 36253534,TW0001570000,1570  力肯,力肯,De Poan
1571       墩豐,UNPUB,,15,5,12,ID 55981554,TW0001571008,1571  墩豐,墩豐,P & F Brother
1572       偉全企,UNPUB,,15,5,12,ID 86960127,TW0001572006,1572A 美國史丹利,偉全企,Besco Pneumatic
1573       鼎朋,UNPUB,,15,5,12,ID 36201749,TW0001573004,1573  鼎朋,鼎朋,X'pole Precision
1575       國直,UNPUB,,15,5,12,ID 16962925,TW0001575009,1575  國直,國直,ABBA Linear
1577       立格,UNPUB,,15,5,12,ID 89217452,TW0001577005,1577  立格,立格,League Alloy
1580       新麥,OTC,,15,5,12,ID 12461082,TW0001580009,1580  新麥,新麥,Sinmag
1582       信錦,TSE,,23,28,12,ID 35966577,TW0001582005,1582  信錦,信錦,Syncmold
1583       程泰,TSE,,15,5,12,ID 52353530,TW0001583003,1530  亞崴集團,程泰,Goodway
1584       精剛,OTC,,99,20,12,ID 80334042,TW0001584001,5009  榮剛集團,精剛,S-Tech
1585       鎧鉅,ROTC,,23,28,12,ID 12642444,TW0001585008,1585  鎧鉅,鎧鉅,Topgreen
1586       和勤,OTC,,15,5,12,ID 86985605,TW0001586006,1586  和勤,和勤,CFTC
1587       吉茂,ROTC,,15,5,12,ID 24157564,TW0001587004,1587  吉茂精密,吉茂,Cryomax
1589       F-永冠,TSE,,15,5,12,ID 41048746,KYG984291065,1589  永冠,F-永冠,Yeong Guan Energy
1590       F-亞德,TSE,,15,5,12,ID 53666460,KYG014081064,1590  Airtac,F-亞德,Airtac
1591       F-駿吉,OTC,,15,5,12,ID 53650116,KYG4782L1023,1591  駿吉,F-駿吉,Inmax
1592       F-英瑞,TSE,,15,5,12,ID 41134952,KYG316231045,1592  英瑞國際,F-英瑞,F-Enterex
1593       祺驊,OTC,,17,22,12,ID 97432341,TW0001593002,1593  祺驊,祺驊,Chi Hua
1594       日高,ROTC,,15,5,12,ID 04938839,TW0001594000,1594  日高,日高,Ju-Kao
1595       川寶,OTC,,23,28,12,ID 16860440,TW0001595007,1595  川寶,川寶,CBT
1597       直得,OTC,,15,5,12,ID 16755427,TW0001597003,1597  直得科技,直得,Chieftek
1598       岱宇,ROTC,,17,22,12,ID 23751545,TW0001598001,1598  岱宇,岱宇,Dyaco
1599       宏佳騰,OTC,,15,5,12,ID 80621419,TW0001599009,1599  宏佳騰,宏佳騰,Aeon Motor
1601       台光,UNPUB,,16,6,12,ID 11921502,TW0001601003,MKT2  佶鴻集團,台光,Taiwan Fluorescent
1602       太電,PUB,,16,6,12,ID 03064800,TW0001602001,1602  太電集團,太電,PEWC
1603       華電,TSE,,16,6,12,ID 35882520,TW0001603009,1603  華電,華電,China W&C
1604       聲寶,TSE,,16,6,12,ID 03607500,TW0001604007,1604  新寶集團,聲寶,Sampo
1605       華新,TSE,,16,6,12,ID 35412204,TW0001605004,1605  華新麗華集團,華新,Walsin
1606       歌林,PUB,,16,6,12,ID 35451108,TW0001606002,1606  歌林集團,歌林,Taiwan Kolin
1607       新亞電器,UNPUB,161380,16,6,12,ID 03468900,TWU001380003,無,新亞電器,New Asia Co.
1608       華榮,TSE,,16,6,12,ID 79460007,TW0001608008,1608  華榮集團,華榮,Hua Eng
1609       大亞,TSE,,16,6,12,ID 68035907,TW0001609006,1609  大亞電纜集團,大亞,Ta Ya Elec.
1611       中電,TSE,,16,6,12,ID 03086001,TW0001611002,1611  中電集團,中電,China Electric
1612       宏泰,TSE,,16,6,12,ID 43125162,TW0001612000,1612  宏泰電工,宏泰,Hong Tai Electric
1613       台一,TSE,,16,6,12,ID 34284955,TW0001613008,1613  台一國際,台一,Tai-I Electric
1614       三洋電,TSE,,16,6,12,ID 03564501,TW0001614006,1614  三洋電機,三洋電,Taiwan Sanyo
1615       大山,TSE,,16,6,12,ID 64829434,TW0001615003,1615  大山,大山,Dah San Elec.
1616       億泰,TSE,,16,6,12,ID 22819700,TW0001616001,1616  億泰,億泰,Evertop Wire
1617       榮星,TSE,,16,6,12,ID 73341336,TW0001617009,1617  榮星電線工業,榮星,Jung Shing Wire
1618       合機,TSE,,16,6,12,ID 23206102,TW0001618007,1618  嵩益集團,合機,Hold-Key
1619       大展電線電纜,PUB,,16,6,12,ID 05024240,TW0001619005,1609  大亞電纜集團,大展電線電纜,Cuprime
1626       F-艾美,TSE,,16,6,12,ID 34995738,KYG0135T1076,1626  艾美,F-艾美,Airmate
1701       中化,TSE,,17,22,12,ID 03088802,TW0001701001,1701  中化製葯集團,中化,China Chemical
1702       南僑,TSE,,12,2,12,ID 07305506,TW0001702009,1702  南僑集團,南僑,Namchow Chemical
1704       榮化,TSE,,17,21,12,ID 39054405,TW0001704005,1704  李長榮集團,榮化,LCYCIC
1707       葡萄王,TSE,,17,22,12,ID 11880517,TW0001707008,1707  葡萄王,葡萄王,GKB
1708       東鹼,TSE,,17,21,12,ID 11384405,TW0001708006,1708  東鹼集團,東鹼,Sesoda
1709       和益,TSE,,17,21,12,ID 04312878,TW0001709004,1709  信興工業集團,和益,Formosan Union Chem
1710       東聯,TSE,,17,21,12,ID 14057995,TW0001710002,1402  遠東集團,東聯,Oriental Union Chem
1711       永光,TSE,,17,21,12,ID 15458455,TW0001711000,1711  永光化學,永光,Everlight Chemical
1712       興農,TSE,,17,21,12,ID 51911712,TW0001712008,1712  興農集團,興農,Sinon
1713       國化,TSE,,17,21,12,ID 03375001,TW0001713006,1423  利華集團,國化,Cathay Chemical
1714       和桐,TSE,,17,21,12,ID 12526607,TW0001714004,1714  和桐集團,和桐,Ho Tung Chemical
1715       萬洲,TSE,,13,3,12,ID 03244705,TW0001715001,4306  炎洲集團,萬洲,Achem Technology
1716       永信藥品,PUB,,17,22,12,ID 56065601,TW0001716009,1716  永信藥品集團,永信藥品,Yung Shin
1717       長興,TSE,,17,21,12,ID 75339004,TW0001717007,1717  長興化工,長興,Eternal
1718       中纖,TSE,,17,21,12,ID 07066907,TW0001718005,1718  中纖集團,中纖,China Man-Made Fiber
1720       生達,TSE,,17,22,12,ID 71122503,TW0001720001,1720  生達集團,生達,Standard Chemical
1721       三晃,TSE,,17,21,12,ID 55738290,TW0001721009,1721  三晃集團,三晃,Sunko Ink
1722       台肥,TSE,,17,21,12,ID 03795101,TW0001722007,1722  農委會,台肥,Taiwan Fertilizer
1723       中碳,TSE,,17,21,12,ID 23221384,TW0001723005,2002  中鋼集團,中碳,China Steel Chem
1724       台硝,TSE,,17,21,12,ID 38033305,TW0001724003,17960 廣明實業集團,台硝,T.N.C. Industrial
1725       元禎,TSE,,17,21,12,ID 12132033,TW0001725000,1725  元禎企業集團,元禎,Yuan Jen Ent.
1726       永記,TSE,,17,21,12,ID 75137605,TW0001726008,1726  永記,永記,Yung Chi Paint
1727       中華化,TSE,,17,21,12,ID 03558206,TW0001727006,1727  中華化,中華化,Chung Hwa Chem
1729       必翔,TSE,,17,22,12,ID 47296834,TW0001729002,1729  必翔集團,必翔,Pihsiang
1730       花仙子,TSE,,17,21,12,ID 07708830,TW0001730000,1730  花仙子,花仙子,Farcent
1731       美吾華,TSE,,17,22,12,ID 14089976,TW0001731008,1731  美吾華集團,美吾華,Maywufa
1732       毛寶,TSE,,17,21,12,ID 34245356,TW0001732006,1732  毛寶,毛寶,Mao Bao
1733       五鼎,TSE,,17,22,12,ID 16130182,TW0001733004,1733  五鼎,五鼎,Apex Bio
1734       杏輝,TSE,,17,22,12,ID 42042734,TW0001734002,1734  杏輝集團,杏輝,Sinphar Pharm
1735       日勝化,TSE,,17,21,12,ID 23263551,TW0001735009,1735  日勝集團,日勝化,Evermore Chem
1736       喬山,TSE,,17,22,12,ID 52347361,TW0001736007,1736  喬山,喬山,Johnson Health Tech.
1737       臺鹽,TSE,,12,2,12,ID 89397503,TW0001737005,Z142  經濟部,臺鹽,Taiyen Biotech
1739       欣雲天然氣,PUB,,99,21,12,ID 22820164,TW0001739001,2901  退輔會集團,欣雲天然氣,S.Y.G.C
1740       欣桃天然氣,PUB,,99,21,12,ID 43147546,TW0001740009,2901  退輔會集團,欣桃天然氣,Shin Tao Natural Gas
1742       台蠟,OTC,,17,21,12,ID 22625269,TW0001742005,1742A 中國震撼3D,台蠟,Taiwan Wax
1743       大台南區,PUB,,99,22,12,ID 22660547,TW0001743003,1743  欣營油氣,大台南區,Great Tainan Gas
1745       欣嘉公司,PUB,,99,22,12,ID 22658633,TW0001745008,2901  退輔會集團,欣嘉公司,Shin Chia Petroleun
1746       中國生化,UNPUB,,17,7,12,ID 22661530,TW0001746006,4702  中美實集團,中國生化,China Biotech Corp.
1748       大能,UNPUB,,17,7,12,ID 04407847,TW0001748002,1106  永康集團,大能,Ta Nun
1752       南光,OTC,,17,22,12,ID 69275313,TW0001752004,1752  南光,南光,Nang Kuang
1757       國慶,ROTC,,17,21,12,ID 12115246,TW0001757003,1721  三晃集團,國慶,Kuo
1760       寶齡,ROTC,,17,21,12,ID 04742997,TW0001760007,1760  寶齡,寶齡,Panion & BF Biotech
1762       中化生,TSE,,17,22,12,ID 03088704,TW0001762003,1701  中化製葯集團,中化生,CCSB
1763       奇美實業,PUB,,17,21,12,ID 68387705,TW0001763001,1763  奇美集團,奇美實業,Chi Mei
1764       長春石化,PUB,,17,21,12,ID 11384806,TW0001764009,1764  長春集團,長春石化,Chang Chun Petro.
1765       長春樹脂,PUB,,17,21,12,ID 11384708,TW0001765006,1764  長春集團,長春樹脂,CCP
1766       大連化工,PUB,,17,21,12,ID 12233428,TW0001766004,1764  長春集團,大連化工,Dairen Chemical
1767       陽瓦,PUB,,99,21,12,ID 29705246,TW0001767002,1767  陽明山瓦斯,陽瓦,Yang Ming Shan Gas
1768       欣彰天然氣,UNPUB,,99,7,12,ID 59033674,TW0001768000,1768  欣彰天然集團,欣彰天然氣,Shin Chang Natural
1769       欣中公司,PUB,,99,21,12,ID 51326774,TW0001769008,2901  退輔會集團,欣中公司,Shin Chung Natural
1770       信東生技,PUB,,17,22,12,ID 43211700,TW0001770006,1770  信東生技集團,信東生技,Taiwan Biotech
1772       義芳化工,UNPUB,,17,7,12,ID 15395706,TW0001772002,1321  大洋集團,義芳化工,Yee Fong Chemical
1773       勝一,TSE,,17,21,12,ID 75970680,TW0001773000,1773  勝一,勝一,Shiny
1775       大東樹脂化學,PUB,,17,22,12,ID 51008069,TW0001775005,1775  大東樹脂化學,大東樹脂化學,Great Eastern Resing
1776       展宇,ROTC,,17,21,12,ID 47061800,TW0001776003,1776  展宇,展宇,Headway
1777       生泰,OTC,,17,22,12,ID 72197621,TW0001777001,1720  生達集團,生泰,Syn-Tech
1780       立弘,ROTC,,17,22,12,ID 12971536,TW0001780005,4702A 大陸金鷹商貿,立弘,ABC
1781       合世,OTC,,17,22,12,ID 97304042,TW0001781003,1781  合世,合世,Health & Life
1783       和康生,TSE,,17,22,12,ID 16749811,TW0001783009,8355  環宇投資,和康生,Maxigen Biotech
1784       訊聯,OTC,,17,22,12,ID 70836411,TW0001784007,1784  訊聯集團,訊聯,Bionet
1785       光洋科,OTC,,23,31,12,ID 43787872,TW0001785004,1785  光洋科,光洋科,Solar Applied
1786       科妍,TSE,,17,22,12,ID 13159100,TW0001786002,1786  科妍,科妍,SVBI
1787       福盈科,OTC,,17,21,12,ID 12207266,TW0001787000,1787  福盈科,福盈科,Jintex
1788       杏昌,OTC,,17,22,12,ID 23161816,TW0001788008,1788  杏昌,杏昌,Hi-Clearance
1789       神隆,TSE,,17,22,12,ID 16130161,TW0001789006,1216  統一集團,神隆,ScinoPharm Taiwan
1791       光惠,UNPUB,,17,22,12,ID 13150608,TW0001791002,3164B 陳根德家族,光惠,Medray
1794       露絲科,UNPUB,,17,21,12,ID 84856325,TW0001794006,1794  露絲科,露絲科,Lucy Belle
1795       美時,OTC,,17,22,12,ID 11456110,TW0001795003,1795  美時,美時,Lotus Pharm.
1796       金穎生技,PUB,,17,22,12,ID 16962158,TW0001796001,1796  金穎生技,金穎生技,GeneFerm
1799       易威,OTC,,17,22,12,ID 16570131,TW0001799005,6269A 華威國際集團,易威,Easywell
1801       志富國際,UNPUB,181381,18,8,12,ID 48154502,,6004  元大集團,志富國際,Hisnchu Glass Works
1802       台玻,TSE,,18,8,12,ID 11914002,TW0001802007,1802  台玻集團,台玻,Taiwan Glass
1805       寶徠,TSE,,25,14,12,ID 12179563,TW0001805000,1805A 家美建設,寶徠,KPT Industries
1806       冠軍,TSE,,18,8,12,ID 49701774,TW0001806008,1806  信益集團,冠軍,Champion
1807       羅馬,UNPUB,,18,80,12,ID 30870258,TW0001807006,1807  羅馬國際集團,羅馬,United Ceramics
1808       潤隆,TSE,,25,14,12,ID 34149369,TW0001808004,2542  興富發集團,潤隆,Run Long
1809       中釉,TSE,,18,8,12,ID 47056834,TW0001809002,1809  中釉,中釉,China Glaze
1810       和成,TSE,,18,8,12,ID 03228304,TW0001810000,1810  和成集團,和成,Hocheng
1813       寶利徠,OTC,,17,22,12,ID 84449952,TW0001813004,99802 寶利徠光學,寶利徠,Polylite
1814       東光訊,ROTC,,15,5,12,ID 23902451,TW0001814002,1814  東光訊,東光訊,UOG
1815       富喬,OTC,,23,28,12,ID 16834268,TW0001815009,6012  金鼎證券集團,富喬,Fulltech
1816       富元,UNPUB,,23,26,12,ID 28018662,TW0001816007,1816  富元,富元,Buwon-PS
1817       凱撒衛,TSE,,18,8,12,ID 22746550,TW0001817005,1817  凱撒衛,凱撒衛,Sanita
1818       願景,ROTC,,18,8,12,ID 79975624,TW0001818003,1818  願景國際,願景,Dreamtek Int'l
1819       豐鼎,ROTC,,25,14,12,ID 89321602,TW0001819001,1819  豐鼎,豐鼎,Sunny Win
1902       台紙,TSE,,19,9,12,ID 11912102,TW0001902005,1902A 簡鴻文陣營,台紙,Taiwan Pulp & Paper
1903       士紙,TSE,,19,9,12,ID 11038101,TW0001903003,1903  士林紙業集團,士紙,Shihlin Paper
1904       正隆,TSE,,19,9,12,ID 33085508,TW0001904001,1904  正隆集團,正隆,Cheng Loong
1905       華紙,TSE,,19,9,12,ID 94025264,TW0001905008,1907  永豐餘集團,華紙,Chung Hwa Pulp
1906       寶隆,TSE,,19,9,12,ID 12030606,TW0001906006,1909  榮成集團,寶隆,Pao Long
1907       永豐餘,TSE,,19,9,12,ID 85066002,TW0001907004,1907  永豐餘集團,永豐餘,YFY
1909       榮成,TSE,,19,9,12,ID 34202841,TW0001909000,1909  榮成集團,榮成,Long Chen Paper
1910       廣源造紙,PUB,,19,9,12,ID 50301500,TW0001910008,1910  廣源造紙,廣源造紙,KYP
1914       合眾紙業,UNPUB,,19,9,12,ID 04380087,TW0001914000,1907  永豐餘集團,合眾紙業,Union Paper
1918       萬有,UNPUB,,19,9,12,ID 63834304,TW0001918001,1908A 捷誠管顧,萬有,Ban Yu Paper
2002       中鋼,TSE,,20,10,12,ID 30414175,TW0002002003,2002  中鋼集團,中鋼,China Steel
2005       友力,UNPUB,,20,10,12,ID 39011217,TW0002005006,8708  友力集團,友力,U-Lead Ind.
2006       東鋼,TSE,,20,10,12,ID 75280209,TW0002006004,2006  東和鋼鐵集團,東鋼,Tung Ho Steel
2007       燁興,TSE,,20,10,12,ID 75992214,TW0002007002,9957  燁聯鋼鐵集團,燁興,Yieh Hsing
2008       高興昌,TSE,,20,10,12,ID 75466009,TW0002008000,2008  高興昌,高興昌,Kao Hsing Chang
2009       第一銅,TSE,,20,10,12,ID 82001528,TW0002009008,1608  華榮集團,第一銅,First Copper
2010       春源,TSE,,20,10,12,ID 11529802,TW0002010006,2010  春源鋼鐵集團,春源,Chun Yuan Steel
2012       春雨,TSE,,20,10,12,ID 88187108,TW0002012002,2012  春雨集團,春雨,Chun Yu Works
2013       中鋼構,TSE,,20,10,12,ID 85800192,TW0002013000,2002  中鋼集團,中鋼構,China Steel Struct.
2014       中鴻,TSE,,20,10,12,ID 07838854,TW0002014008,2002  中鋼集團,中鴻,Chung Hung Steel
2015       豐興,TSE,,20,10,12,ID 55389357,TW0002015005,2015  豐興,豐興,Feng Hsin Steel
2016       名佳利,UNPUB,200287,20,10,12,ID 45018531,TW0002016003,2016  名佳利集團,名佳利,Minchali Metal
2017       官田鋼,TSE,,20,10,12,ID 72065240,TW0002017001,Z312  嘉績企業集團,官田鋼,Quintain Steel
2019       桂宏,UNPUB,200679,20,10,12,ID 73209786,TW0002019008,2019  桂宏集團,桂宏,Kuei Hung
2020       美亞,TSE,,20,10,12,ID 44680700,TW0002020005,2550  德安開發集團,美亞,Mayer Pipe
2022       聚亨,TSE,,20,10,12,ID 79841479,TW0002022001,2022  聚亨集團,聚亨,Tycoons Group
2023       燁輝,TSE,,20,10,12,ID 75947936,TW0002023009,9957  燁聯鋼鐵集團,燁輝,Yieh Phui
2024       志聯,TSE,,20,10,12,ID 43633504,TW0002024007,2024A 大盛國際集團,志聯,Chih Lien
2025       千興,TSE,,20,10,12,ID 70005915,TW0002025004,2025  千興,千興,Chien Shing Stainles
2027       大成鋼,TSE,,20,10,12,ID 22318348,TW0002027000,2027  大成鋼集團,大成鋼,Ta Chen
2028       威致,TSE,,20,10,12,ID 69771636,TW0002028008,2028  威致集團,威致,Wei Chih Steel
2029       盛餘,TSE,,20,10,12,ID 79837539,TW0002029006,2029  盛餘,盛餘,Sheng Yu Steel
2030       彰源,TSE,,20,10,12,ID 60330130,TW0002030004,2030  彰源,彰源,Froch
2031       新光鋼,TSE,,20,10,12,ID 35836625,TW0002031002,2031  新光鋼,新光鋼,Hsin Kuang Steel
2032       新鋼,TSE,,20,10,12,ID 34008635,TW0002032000,2010  春源鋼鐵集團,新鋼,Sinkang
2033       佳大,TSE,,20,10,12,ID 72072615,TW0002033008,2033  佳大,佳大,Chia Ta
2034       允強,TSE,,20,10,12,ID 59068700,TW0002034006,2034  允強,允強,YC Inox
2035       唐榮,OTC,,20,10,12,ID 75460005,TW0002035003,5858  台灣金控集團,唐榮,Tang Eng
2038       海光,TSE,,20,10,12,ID 75470524,TW0002038007,2038  海光,海光,Hai Kwang
2041       燁茂實業,PUB,,20,10,12,ID 76480628,TW0002041001,9957  燁聯鋼鐵集團,燁茂實業,Yieh Mau Corp.
2042       嘉山鋼鐵,UNPUB,,20,10,12,ID 43652163,TW0002042009,2042  嘉山鋼鐵,嘉山鋼鐵,Chia San Iron & Stee
